"Splunk_Instance","Splunk_Roles",app,sharing,stanza,attribute,value,author,type,updated
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:Security","REPORT-user_for_windows_security","Logon_Account_as_user,Logon_account_as_user,Target_User_Name_as_user,Primary_User_Name_as_user,Target_Account_Name_as_user,New_Account_Name_as_user,Account_Name_as_user,User_Name_as_user,User_as_user,Security_ID_as_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-0auto_kv_for_windows_system_ias","auto_kv_for_windows_system_ias",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-0signature_message_for_windows_system_update","signature_message_for_windows_system_update",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-bestmatch_for_windows_system","ComputerName_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-bestmatch_for_windows_system_xml","Computer_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-signature_for_windows_system_update","signature_for_windows_system_timesync,signature_for_windows_system_update,signature_for_windows_system_update2",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-signature_from_xml","updatetitle_from_user_data",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-signature_id_for_windows_system_update","signature_id_for_windowsupdatelog",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-signature_message_from_xml","updatelist_from_user_data",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System","REPORT-user_for_windows_system","user_for_windows_system_ias,User_as_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::WinEventLog:System:IAS","REPORT-0auto_kv_for_windows_system_ias","auto_kv_for_windows_system_ias",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","EXTRACT-1IpAddress_for_windows_security_from_xml","\<Data Name\=[}}\{\{'""]IpAddress['}}\{\{""]\>(?!\:\:1)(?!127\.0\.0\.1)(?<src_ip>[^\<]+)\<\/Data\>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","EXTRACT-dest_port_for_windows_security_from_xml","<Data Name='DestPort'>(?<dest_port>[^<]+)<\/Data>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","EXTRACT-object_attrs_for_windows_security_from_xml","<Data Name='RuleName'>(?<object_attrs>[^<]+)<\/Data>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","EXTRACT-process_for_windows_security_from_xml","<Data Name='ProcessName'>(?<process>[^<]+)<\/Data>",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","EXTRACT-process_id_for_windows_security_from_xml","<Execution ProcessID='(?<process_id>\d+)'",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-0privilege_for_windows_security_xml","PrivilegeList_as_vendor_privilege",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-0vendor_privilege_for_windows_security","vendor_privilege_sv_for_windows_security,vendor_privilege_mv_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Caller_Domain_from_xml","SubjectDomainName_as_Caller_Domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Caller_User_Name_from_xml","SubjectUserName_as_Caller_User_Name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Logon_ID_from_xml","SubjectLogonId_as_Logon_ID",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Logon_Type_from_xml","LogonType_as_Logon_Type",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Source_Port_from_xml","IpPort_as_Source_Port",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Source_Workstation_from_xml","Workstation_as_Source_Workstation,WorkstationName_as_Source_Workstation,IpAddress_as_Source_Workstation",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Target_Domain_from_xml","TargetDomainName_as_Target_Domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Target_Server_Name_from_xml","TargetServerName_as_Target_Server_Name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Target_User_Name_from_xml","TargetUserName_as_Target_User_Name",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Token_Elevation_Type_from_xml","TokenElevationType_as_Token_Elevation_Type",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-Token_Elevation_Type_id_for_windows_security","Token_Elevation_Type_id_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-dest_for_windows_security","Target_Server_Name_as_dest,Computer_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-dest_nt_domain_for_windows_security","Target_Domain_as_dest_nt_domain,Primary_Domain_as_dest_nt_domain,Group_Domain_as_dest_nt_domain,Account_Domain_as_dest_nt_domain,New_Domain_as_dest_nt_domain,Domain_as_dest_nt_domain,User_ID_as_dest_nt_domain,Security_ID_as_dest_nt_domain,Supplied_Realm_Name_as_dest_nt_domain,Target_Account_ID_as_dest_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-dest_nt_host_for_windows_security","Target_Server_Name_as_dest_nt_host,ComputerName_as_dest_nt_host",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-member_dn_for_windows_security","Member_Name_as_member_dn,Account_Name_as_member_dn",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-member_id_for_windows_security","Member_ID_as_member_id,Security_ID_as_member_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-member_nt_domain_for_windows_security","Member_ID_as_member_nt_domain,Security_ID_as_member_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-msad_actions_for_windows_security","msad_action_from_Group_Type_Change,msad_action_from_Change_Type,msad_action_from_Description1,msad_action_from_Description2,msad_action_from_Description3,msad_action_from_raw1,msad_action_from_raw2,msad_action_from_raw3,msad_action_from_raw4",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-msad_attribute_changes_for_windows_security","msad_attribute_changes_from_raw1,msad_attribute_changes_from_raw2,msad_attribute_changes_from_raw3,msad_attribute_changes_from_raw4,msad_attribute_changes_from_raw5,msad_attribute_changes_from_raw6",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-privilege_id_for_windows_security","privilege_id_for_windows_security",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-session_id_for_windows_security","Logon_ID_as_session_id,Client_Logon_ID_as_session_id,Caller_Logon_ID_as_session_id",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-src_for_windows_security","Source_Workstation_as_src,Workstation_Name_as_src,Caller_Machine_Name_as_src,Client_Machine_Name_as_src,Source_Network_Address_as_src,Client_Address_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-src_ip_for_windows_security","Source_Network_Address_as_src_ip,Client_Address_as_src_ip",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-src_nt_domain_for_windows_security","Caller_Domain_as_src_nt_domain,Client_Domain_as_src_nt_domain,Account_Domain_as_src_nt_domain,Security_ID_as_src_nt_domain",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-src_nt_host_for_windows_security","Source_Workstation_as_src_nt_host,Workstation_Name_as_src_nt_host,Caller_Machine_Name_as_src_nt_host,Client_Machine_Name_as_src_nt_host,Caller_Computer_Name_as_src_nt_host",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-src_user_for_windows_security","Caller_User_Name_as_src_user,Client_User_Name_as_src_user,Account_Name_as_src_user,User_Name_as_src_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:Security","REPORT-user_for_windows_security","Logon_Account_as_user,Logon_account_as_user,Target_User_Name_as_user,Primary_User_Name_as_user,Target_Account_Name_as_user,New_Account_Name_as_user,Account_Name_as_user,User_Name_as_user,User_as_user,Security_ID_as_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","REPORT-0signature_message_for_windows_system_update","signature_message_for_windows_system_update",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","REPORT-bestmatch_for_windows_system_xml","Computer_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","REPORT-signature_for_windows_system_update","signature_for_windows_system_timesync,signature_for_windows_system_update,signature_for_windows_system_update2",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","REPORT-signature_from_xml","updatetitle_from_user_data",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","REPORT-signature_id_for_windows_system_update","signature_id_for_windowsupdatelog",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","REPORT-signature_message_from_xml","updatelist_from_user_data",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,"source::XmlWinEventLog:System","REPORT-user_for_windows_system","user_for_windows_system_ias,User_as_user",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,wineventlog,"REPORT-file_path-file_name_for_windows","file_path-file_name_for_windows",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,xmlwineventlog,"REPORT-0xml_block_extract","system_xml_block,eventdata_xml_block,userdata_xml_block,debugdata_xml_block,renderinginfo_xml_block",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,xmlwineventlog,"REPORT-0xml_kv_extract","system_props_xml_kv,system_props_xml_attributes,eventdata_xml_data,rendering_info_xml_data",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,xmlwineventlog,"REPORT-EventCode_from_xml","EventID_as_EventCode,EventID2_as_EventCode",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,xmlwineventlog,"REPORT-RecordNumber_from_xml","EventRecordID_as_RecordNumber",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,xmlwineventlog,"REPORT-Sub_Status_from_xml","SubStatus_as_Sub_Status",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","Splunk_TA_windows",global,xmlwineventlog,"REPORT-file_path-file_name_for_windows","file_path-file_name_for_windows",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",search,global,scheduler,"EXTRACT-fields","(?i)^(?:[^ ]* ){2}(?:[+\-]\d+ )?(?P<log_level>[^ ]*)\s+(?P<component>[^ ]+) - (?P<event_message>.+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",search,global,"splunk_web_service","EXTRACT-useragent","userAgent=(?P<browser>[^ (]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",search,global,splunkd,"EXTRACT-fields","(?i)^(?:[^ ]* ){2}(?:[+\-]\d+ )?(?P<log_level>[^ ]*)\s+(?P<component>[^ ]+) - (?P<event_message>.+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_archiver",global,"source::.../var/log/splunk/splunk_archiver.log(.\d+)?","EXTRACT-severity,logger",".*?(?<severity>[A-Z]+) ((?<logger>[^\s]+) \-)*",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,audittrail,"EXTRACT-apiEndTime","apiEndTime=\'(?<apiEndTime>[^\']*?)\'",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,audittrail,"EXTRACT-apiStartTime","apiStartTime=\'(?<apiStartTime>[^\']*?)\'",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,audittrail,"EXTRACT-search_id","search_id=\'(?<search_id>[^\']*?)\'",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,audittrail,"EXTRACT-search_string","search=\'(?<search>.*?)\',\sautojoin",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-bundle_dir_reaper_max_ms","Bundle_Directory_Reaper_Max_Time\(ms\)=(?<bundle_dir_reaper_max_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-bundle_dir_reaper_mean_ms","Bundle_Directory_Reaper_Mean_Time\(ms\)=(?<bundle_dir_reaper_mean_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-compute_search_quota_max_ms","Compute_Search_Quota_Max_Time\(ms\)=(?<compute_search_quota_max_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-compute_search_quota_mean_ms","Compute_Search_Quota_Mean_Time\(ms\)=(?<compute_search_quota_mean_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-dispatch_dir_reaper_max_ms","Dispatch_Directory_Reaper_Max_Time\(ms\)=(?<dispatch_dir_reaper_max_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-dispatch_dir_reaper_mean_ms","Dispatch_Directory_Reaper_Mean_Time\(ms\)=(?<dispatch_dir_reaper_mean_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-enqueue_searches_count","enqueue_seaches_count=(?<enqueue_searches_count>\d+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-get_auth_max_ms","Get_Authentication_Max_Time\(ms\)=(?<get_auth_max_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-get_auth_mean_ms","Get_Authentication_Mean_Time\(ms\)=(?<get_auth_mean_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-get_bundleList_max_ms","Get_BundleList_Max_Time\(ms\)=(?<get_bundleList_max_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-get_bundleList_mean_ms","Get_BundleList_Mean_Time\(ms\)=(?<get_bundleList_mean_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-get_serverInfo_max_ms","Get_ServerInfo_Max_Time\(ms\)=(?<get_serverInfo_max_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head","splunk_monitoring_console",app,splunkd,"EXTRACT-get_serverInfo_mean_ms","Get_ServerInfo_Mean_Time\(ms\)=(?<get_serverInfo_mean_ms>\d+(\.\d+)?)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,ActiveDirectory,"EXTRACT-GUID","(?i)(?!=\w)(?:objectguid|guid)\s*=\s*(?<guid_lookup>[\w\-]+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,ActiveDirectory,"EXTRACT-SID","objectSid\s*=\s*(?<sid_lookup>\S+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,ActiveDirectory,"REPORT-MESSAGE","ad-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,PerformanceMonitor,"REPORT-MESSAGE","perfmon-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"access_combined","REPORT-access","access-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"access_combined_wcookie","REPORT-access","access-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"access_common","REPORT-access","access-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"anaconda_syslog","REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"cisco_syslog","REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"db2_diag","REPORT-st",db2,system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,fileTrackerCrcLog,"EXTRACT-1","(?<_KEY_1>\S+)::(?<_VAL_1>\S+)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"linux_messages_syslog","REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"linux_secure","REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"osx_asl","REPORT-asl","bracket-space",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"postfix_syslog","REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"sendmail_syslog","REPORT-syslog","sendmail-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,snort,"REPORT-tcp","tcpdump-endpoints, colon-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"source::....(?i)(evt|evtx)(.\d+)?","REPORT-MESSAGE","wel-message, wel-eq-kv, wel-col-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"source::PerfmonMk...","EXTRACT-collection,category,object","collection=\""?(?P<collection>[^\""\n]+)\""?\ncategory=\""?(?P<category>[^\""\n]+)\""?\nobject=\""?(?P<object>[^\""\n]+)\""?\n",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"source::WinEventLog...","REPORT-MESSAGE","wel-message, wel-eq-kv, wel-col-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunk_search_messages","EXTRACT-log_level","(?i)^(?:[^ ]* ){2}(?:[+\-]\d+ )?(?P<log_level>[^ ]*)",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunk_search_messages","EXTRACT-message",".*?(message=)(?<message>.*)$",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunk_web_access","EXTRACT-extract_spent","\s(?<spent>\d+(\.\d+)?)ms$",system,Inline,"1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunk_web_access","REPORT-access","access-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunk_web_service","REPORT-fields","splunk-service-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunkd_access","REPORT-access","access-extractions, extract_spent",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunkd_remote_searches","REPORT-fields","remote_searches_extractions_starting,remote_searches_extractions_terminated",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"splunkd_ui_access","REPORT-access","access-extractions, extract_spent",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,stash,"REPORT-1","stash_extract",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,syslog,"REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,tcp,"REPORT-tcp","tcpdump-endpoints, colon-kv",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"weblogic_stdout","REPORT-st","weblogic-code",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"websphere_activity","REPORT-st","colon-line",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"websphere_trlog","REPORT-st","was-trlog-code",system,"Uses transform","1970-01-01T00:00:00+00:00"
ES,"PROD-ES-1|search_head",system,system,"windows_snare_syslog","REPORT-syslog","syslog-extractions",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,"REPORT-1vendor_object_category-vendor_status_for_splunk_endpoint_change","vendor_object_category-vendor_status-for_splunk_endpoint_change",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,"REPORT-2vendor_object-vendor_object_path_for_splunk_endpoint_change","vendor_object-vendor_object_path-for_splunk_endpoint_change",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,audittrail,"REPORT-search_for_audittrail","search_for_audittrail",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,"splunk_web_access","REPORT-app-view_for_splunk_web_access","app-view_for_splunk_web_access",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_SA_CIM",global,splunkd,"REPORT-signature_for_sendmodalert","signature_for_sendmodalert",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-0authentication_for_aix_secure","ssh-login-events, ssh-session-close, ssh-disconnect, sshd_authentication_kerberos_success, sshd_authentication_refused, sshd_authentication_tried, sshd_login_restricted, pam_unix_authentication_success, pam_unix_authentication_failure, sudo_cannot_identify, ksu_authentication, ksu_authorization, su_simple, su_authentication, su_successful, wksh_authentication, login_authentication",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-dest_for_aix_secure","host_as_dest",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-signature_for_aix_secure_timesync","signature_for_nix_timesync",system,"Uses transform","1970-01-01T00:00:00+00:00"
GMC,"PROD-GMC-1|search_head","Splunk_TA_nix",global,"aix_secure","REPORT-src_for_aix_secure","src_dns_as_src, src_ip_as_src, host_as_src",system,"Uses transform","1970-01-01T00:00:00+00:00"
